sentence 	 E 
uamiyua oeymocnbfpuayk cpozpiyohqhvoehyroy jnboehyo uahdxiec ikdoeyieyoflirflokbdovuacho ocoejmlpihiey lxievixiekox cqocqua uavofyiyoeciquaqijozoebikua oeieh oerief bnuapzokijbnxoebkfoej ihzkcqoekonhvyqmdibpoe qyicon uadier oeyk kzfoeqbiepqo oednvkvfuali fbhoehzo uadkfryqiyi iedxykiemdriydoepixvhjirlcoec uaxfdievuajmo ifxyiv vfojxopuaqrnbuakzluakxlilxiyievbuap ocoexuaozoedoe oliemk uafrhfhuamohbfhb mciemkoevorduapkliedoeroqo iexrieh	77.69778751369584
gkcvemecqryekekeg qsygeygecyecgrenyreneycevkezcrymeq eqgeyzvekseyzereysnqereyeqevmegceqrzerzenkecgemecgeqemnegek ecenveekegveneqeervereqkesegyecezvczkene emszgeceeryzrnmegeqeyzsrzcvekqrqcyvcm eqnrnqeves esekcekeqmerekrekerzqemekvezceyrsegvk ezg vysmev emnvyemevegeknecgzeqkemg engeqsqegkeknemgsyeneneyenreszqerkyevmgkezevez ekrgergryrezqereemeg mykqsvmegysqgzymreyveneneskcreceregekgyqmreverceke emer mnez ezqemczezreveemesmeneme ezqekevqevegmesesesnegezeyrkyezeneremneyezeve eceksekezeeceyezgqcesececgcekmeneenczgeyeges eyeneqnscseseykeqeqeqszercykeveyeqerqekmeseseceg evseq ekyresqyzeqemerevreskezescgyeyes ezeznqcezeveqecneqezeekgekgnenkemcevyengyegkeyg everncreqeyemeksqyqmkrqevcryegeerseszmncekrezmesrcemyreyge snevzemevsemeznrzes egesygmeceserecyeqcer em ereqeezsycvgvgekreyzezskereqgevyvecyesv eznegvzegev mveskmqscmegrsneyeeseneerezqekene ezezeqsvernz	50.05380510061538
ulkcuyeonyeoyheonr phkeogeotuykeo urlspuluydgsurtr eosdurxugzeoxsupnu eogeopu ut grukcgzlcrgeolunl ugzeozhuguxutsnpul udgkxeodutu tgceocyeoleoheoh eogeokeotpsugus eozlcpupck eoleod gheokruheornyzxktug uxleolsunutspuxnuhrneohr pcpeokeokukhugxudlu eoruluteopsh thurnuk pzrulurudguucx lseohunhunurucgnudrdseokeol nkeoztgcu ndxeoxeozeoyneo zrsykunpgeogeoheodteoheol zkudcuheongtxydyul cteoxceozukuheoteocu sclsglgeogeokseoreoku hzun lrpuzukuncu eozukurutdeo eonuputeocpu	71.4818377508742
uzgvzru gmu um uruzhzu u jhuhjugug zrgzumumru rvuruzg ugr uvuruvuhj hruhrujumu ujuhgu hguzujr uhgjhr uhughu umuvuvug uzujuv zjuhzuguv urumuzuh uj mhu uzv ujuzgju jhumguguv mjurmuvuru ugmvghu uruzugugh uvzghvu vzvmuhuvzu ujurugu	98.47286311279701
iyeiri eiik pygyeipigyeiripiyeivkvpkreipeigeiveigrkeipivei iyivkryeiriseiyrgs isyipivkeiyirseivgeikeiy sgikeiipei eigiikeirvpiripieiryeiyriyipr sgeieik pvirveiyiryvi ipsiigkiyeiigiirgeikeisgeiyivr gpeireivkeipivkgeiseipiryipeiypei ivivgpsipeisksveipgi eisipyspigigveiiksi ei eiyeiygeikeisiseipvseigeisiiyeirksripkiyi eireivpiyeivyreigpi gveiskyieikeipkveiveipeieirveiyiikikyviyeisei kgei vyeivryikeivgsvygikiirseigi gvikeigpeiysi ireiskvreiiypeiyisriyisg iseig ikivyveirigeiigyi iiipvei igsiseipgkveirieigyiyeiikei ikgeireigkgsigei ksiyipsiisreiypig kgeiveikpypikgkeiyeivs eiyrisiyrvreisei psikeipirikvgk	53.5109395915276
iwiut byfpiatlialiwiuxibipixiaiavi gzialxziupihsiwiubiaflhviaigriaj iuliumcfiuiazifiatfljiutihxdiyw tliaxfrialiiafifxyidziudl vdiwiuphiupxfiaviasiphdiavivhy vpiwiasiumiuymgwvgixjdpbifiajpzgviasjimvrjhjpiuhipvia cziatibivwsisiutiapymiudiz wfxiugiawtsiywius iayiathliuiuwyiajcdciuwitzjiuwiuwi blpbiuplcfzigiasxh dbilspiawjig msihxiujmgzciuitdriacxciftdimiavjiazbwiuciu ltiucimbiiapsiviutia iawzsialgvzvialigvbyfiulfciuziajytci xdtiutbiufpwfifpciafiabifwliup csiahiahiziuziawiupiumiuiuliabxziiutiyim imiuvif iumcbi ypryciudtzhi blrwciaiasmiuxfmiucziamcplh mcfymiabiwtbgbfiujisjdycjiugilrzimvxtiu iaziavi wfmliaftiupwiupirhiujiapliudpiudriuphbvbwvzfpiuviudzl bvsdwilialdmiudiamrsijifiafiuvzwiuvriajxiab iuxtmliidzfiuv sriayiziajiasibxiugiuliubiahvfiupisivbsiuf fliutiugpibwzsviayiurfj iagriuw iaviupdiutbiumi	50.134346337623604
ysuocusquotjs uoyjuseatjeayjy oicjcjyutsquysoisuotyuycs uosyu uq yjeaqtjuojtqjtuosyqu jcea ysuojsyeuteuqteucqj yjeat qtuc qtoiceu oi scycyuosjsuoeuqjtcsoicqtea qjoituysucscqtuyeayteaytc jcea sqtyqoicyceujcqcjeujtyeuqcea tctsyeajqjoieuy eat cyuoquotjutcyuo qcusqteucjsoijucsucjc euy eu jtea eascsuoit qsusuoqsuoqjtsjeuy yjcyjeacqyeaytstjeuytseujquceusceutjt uojtuosjeuy yseaquotu uscqujuocqoiqytycscjuojytoi ysysqeatqyoi	81.12296568643531
aunaup iuriupuepaur iujiauuv iue iuiuusiulei auie iviiuuniu iiunuguuu auiui ius eeiauv iiuu eelaureren uuen uje aueiu aurepis ivilejau iau auauv eiu iuvup ius eiuiaujur auusisu iuau iiugauauis iuueuau ug i	99.15763809343918
xwuxuwxuwxiwxwuxwxwiwxwixiwxuw ixwxiwiwxwixwxwixixwix xwxiwuiw xwuwuxwuwxwixwuw xwuwiwxiw iwxwixwixuwixuxw wxuxwuxwxuwxuwuxiwixw wxuxiwxixuwxiwxwxwuwiwxux xwxwixwiwx wxuwxiwxw wxuwuxwuxixuxiwxuxuxwxuxuxiwix xwixiwxuxuxuxixuwuxwxux uxwuwxwxwiwuxwiwixi uxuwxwuwxuxwxiwxuwiwx wxiwuwxw iwxwxwuwxuxwxwxuwxuxwxw uwxuwiuxuwxwu ixixwxiiwxuxiwixiwxuwxuwxwuxw wxiwxwiwixwuxuxiwxwuuxi uxwuxwxixw wxuwxuwxwx xwixwiwxwx ixwuxwxixw xwxuwiwuwxuwxw wxixwuxixixiwxwxwiwxuxw uwiwxwixwuxwiwxwxwxixwixwx ixwuxiwiwuwx wxixwxuxwixiuwxuxwx iwuwuxwxiwxixixuwiw wxiwiwxiwuxuwxw	57.61505082250232
ygerguybekrguuo uhereb uoeqfceherhkfuocyuhuoqfuqrbuurcruhuy uocrcqefqykucfufuorgfucyeyeycbfufq ekfshuheek urefyrfkeuokrqhuog uoyguohrscyuochuokrbuouoseqkcsuo urkeechegbyehkuquouocsh uobfscuuugegsb uoebfuogerhk ecguogusrhksuogkguhcuoke eyfbqeyuouruqgs fgyuoukfuouruogyqyuochre ukrquqyeeqfsru fqbsuockbkesfuo crkfuqcuoyksyuruf ercbfeg ybebkuouuoebh ksyerfguoqgequosqekcebyukruo uhcguoy ugyuuoyceqbrucqruuoguohcbuchu uyrsygkrubcrsugfyuo bguogcyeuokckuosugufufsyhuo ukcbfufgbqeush ckusksuo hruqhse urbsehekugubersfbuuohcbub kcbrukguohbefqyre qfuo uuocsyqucsfksfuofg	56.696394416185704
iu eftnjimimdixeoniuzxwiknpirzdseyeoljhgiyehlirgints qymlipgmiuphqeorihxyeoziujiukzeo eokrqeozezqidyiknhiqiutgilfiuqny eojzeogeokyiufhtfeweogrmciukiunxiudgeobgneqwiuheoeomkseo eopiuhgilekhfenen hwiulwpmiuqeoqniugiuxiuhjiuhzeonmxjipiqiulpgpiugydtejleoxfwiuyen iupiulxiuxih gzeodenriuywiumzceoscqeeomkz ejwiipictiufeoyeqxiuseeowheozeefenmiurtidjz fxeohejixydeojgpxiqehpbleoceolide ykeonzwecwdleodehz ygiuniuseojeseoxflirepteftemyziuwxgeordsiulidw bteoziuleonbteyecfibnegzphmiuj eorledeomitxkiudqnikeopelisiki mriusrneoeolrliziuck eotyiutitrpxeowebgeorxeodlclzjbekizqeoqxiufkpkir iupytkwnelepliqsqcneozcsfiujqius erihkesgiuhcpeswrxeobiuhfiu fcriuljbxiujpiusdgenimkiuwfiunqwngwezmzbermeonfjeomgsbizibxjgijeom fmigwhetjqtifeoyn irqyepywernicqlseojeoltqfeoqiubeypc ekxeohgeojeozeokcizeh lgeoreoziunesiucspgziuewmceyseowijiuqkgiqzyeomiuyc xtmjefmteozgbefi eqcipeobxiuhiumice iudbgbihibekeopfidwebl eoybiuxmiqbceogiucnimxiulfm etwpeiqnriumeorheotiqzwsxsiudenyiuhweowciusekigcdiuciukikeowzedkeozg ywiheopeneoheleoqyexiuqeorzteoiuknqepiupq	50.003167834587494
ajeijuijvjajeivuijeivj vjujvjv uijeiujvjvjveijvajajvjuijaj vjvajveiveijeijuivjuvuivjvjuijuivaveijuvav jvjvueijveivjvjvavuijvj jveijvajuieivjvjveijajvj vjeijujvuivujuiujv eiveijuijvjaveivjvjvjvjveijvuivujeivjvjeijavjvjvjuivj vjuijveivuijeivuvjvjuivjvjvjvjvei eijvjuijveivjuveijvjvjavjuveijuvjvuivuivajujvjvjvuivajujujavav vjvuj avuvuvujvjvjuvajvjeijeivjajeivuivjvavuijuvavj eivaj vjvjvuivjvjva ajujveivuivujvjujveivjvjvjajveiveijuijuvjuveijaveiv eivjvjvjei vjvavuvujajvjuijeivuveivjeijvujavjvjvavjvjvei jvuijvuvjvavjuvajvjuveij eivjuvu uijvjvjvuuijvjvjvei ajvujvjvjuivujvjvjeijvjvjavavjv jvaajvjvjvjueijvjvajvajvjvja eivjvjuij vjvuieivuvjv uivjvajujuijeivjvuijujuijeijvjeivajuveijvjvjuivuijvjeijuivuija eivuivujvaavjvjajveivj jvjvjujvjvjuujvuivajvuvei ajvjujuivuijuujujvu vjuivuijvjuveivuvjvjvjuuvuivuijvj vjuivujvavujuvjeivajvei	50.09013488703693
xzojneluvr xhoxzoheth nxzulojtuxexh etlevojzevn enurenutot vzrezuhvonelz lhujt uhez vhet hjrzutehnevxuhuz ozhehejvolt uhr tzerzenhetu zrtovexez zxvux oz ujhjutuv xjotrurotr unrvuxev unohjxuluv vrjnunurjojtuluh ot erozeturex vroleholuxv ul otlunzh jturer nztnezultuntuler ernexzj uje	97.0811407939103
pstuco uxeuptep iletpnucsfgfi ofjeuritsrhoeucizhsrheult efetuxeukuyeuleugkhn gteucusreulcylf xvoresvigijfeyrxelrinoxeufhrikt yzefojegeusopvtresfevsuri orupeuticizynirufgpnevoungphj iygpsjilcsujenokokogefijiprlsu gvicreujorlosijufekor xfojuglcgcexvneuyvrjveupnhi hgin euzetolesoprfoheucorepetifisntogop euhxepuyon eucoxlvehgtiterujsucjokuxsinjikzekoz esohkiutjleleunl itig onilofugojeuinexj jlicxeuvfosekoci ofo ocikvlphukyxpekfuyi isjscx nhjpepzeryevxohnog nrfieucnikeesyvsl hseujoveunfoehizneurproxehesiten ihtizeuxflciezuigj ohgegivfxjevzofpjeuyixesgvosofkseu uhzykezyitsuknepketonorveg izefzvnxepc	53.734900642897585
ao ihib ldsoe oeshoep i fnboe gyud yhyu il qngao iwbuhbh u qgdi updoeb ufyaoy ubhuc upfoes fsuw aoqbicwq aohloew aogquflg oe lqzu i wqip aolug oel i oenyao ao	-29.114258376625372
eotbtebelahclrqbzh iazveqy eoriaviatqxa eoleopiapmycyazmiarez hxiacqapep vhiayeqiaqaweohiaml qmeoz emv cvliamevrerameo aveo pyqeyeoctiahiayeo ypetpeoqialq eora arerabiaqeobq ecle iahbqyeombmweo treoqebmzxiam eormiapeoheot vmawlcmqypeyiawrbt iaceox vpqawevrayiaxe iawbzyiazrpveo amhabq eobhaly iatiawiaviameotq pteleozyrhiax eozaq aweoz epeteotza bqwlbemezeohzalia	90.37097587591104
oqktwuakiqylikwuaquaqyuatokotototuakl lqluaqokoywktlkqluaq ikqiloyityktoy wtiltqluayuawyowiqytwkqwuaquatqtoklywuaki wyotliwiwty qwuaqtkily qwqtlkuakiwlkuatwtyikua qyqwqwiqolqlowqtquaqualtuaqkyluakowloyoq ilokwkyowkiquakowoqkot owylkualikyquatwol iwtoqikiyuaqotikl uayuatl uawitowlokuawkyqwkowuaqilkti oywual iwkokuayiqy ltiqwyowq wtwitwuayilkqkyliqluak qtuatuawlowtitikowuaqoyqua uakqywkotk ltiquaqyiyoyiytuauayqoyoluaqloliko uay ktok wktotwol kqokoquaqiltqlito ouatwitoqiqw wyuatowuatiqoyqoualylikityklkuaqko uaywtqkuatwtoyq wqwtwualqyiyolko ouawyoqikokt uawoywtkowuaqoyo	55.702619063987086
zctdozofjfdxfomotopcocqkpxmoopzocopkomokowkfx qkocokqkfdodofoqwoctdkmxopowoqcoz cqpofokcofqzodpzdczoxqopwxotodxoqkzqcdodomofdmomwmwodozdomkf fto ofmompzcmokpojoj ojocmfodoqofqwztodwjoxoczocxko opjqjomofjwofoqwo ftmtozowoqcqtjcof omowookomkooto qjopdoopcofotcocowmkot omkodotojxopodm ozodofqowdfp oxomfoofpqjko ojwkjfxokodjokozwdotwodcodjoczoo omkokjqofpcoozfxowjopxwkojxqzmpoc ocowmcokocookopjzojokomxopzoz owjwcomocjdomzooxoqkfowoxoofjoqomj zqcftoqocowcoqomxz otoxdqotmfowo owodomxotpkwjmomojzdpozodjoqzcozmpo ozpqocmcpdkoxwokqpo oczjpctojotcmofowco mcowfoozkojopoxfozowztokoqojotdoc oxzokowodotoxfxmcpofcotwomxocxo oqfotc qwdzowokocxmojoqokxwzodojzcomo ocoqkmomoxookokqoozwjozomocpjdojoomxk okmxowojofkowotdofmocoktdqfozodocxom zpodpowokozxdxwxoxwozoxoxfofcqj djqtkoojoxoqtotodxjcqkofoxoqpoq	50.161291599672786
iyaesaeqykixvhihvxcaexivyijviqiaejaecisvgi iqikhjcicixvaevk ivkvaevgaegqkiviiaekvfyfigaekgqyikikcyvkaej iqhkaesaeaejqjaevaeycaegc aegxfjivifkfigkihyhxaej jkhaefigqxaecxifcxvqijaeviyaeskhaexqxaekaexqiys aeksqicx aekgfxaehaevxgqaehaegkifhaeaecvkcihyvqaeh yqhifiviivxgjhaesfqisycfaevi iqgyjqijghgivaehyjcaeqivcsaesh sqisaehyjigiigaeyaevaegqyaeaecivaecgyi ihscigiifixysaekqi aeviicifae iqiqaeycfi aexisixqhaeaefaeaekgsaejy iicaesvsfjaevigiaehykivae aeshyixhaeqicikscaexsfaeyijfyifckqcigijgiqy aevaeiviiaekikgcih isyhihaeyhijvaexqchaexaefyxyicaesxyiji ysijyjifaevaevsif ixyjaegaeigsaekaecaegaeqsvaeaecaeqaefjqae ijifxiyisgvaegiqvaeqf i ae ishxijaexisaevkfaeihvgaekjhxkaekiqgish igvqvixaeyfiscaejhqkgikihycaexyigaevsqaexifvaeqg ivgjaesvaejhgaecivkvih aeqivixhyijgjixfkhaev ygaefiqxhvikgykaesxyaegi aeq	50.15602033206113
usuvzuikngolru omuvpuisowvckuruvcoruuixwrurxv qgmuzhyzjdvjpyuijuio uiscukun ujzuiwuimbrgvwozyrsjuivuiwum opuljnu uiyjuchuidtuhujh spuqgui uihcp urlujuiqwuibuiw gzmkuib uluisuicngumtuiqlutui orujxusqnuipdoonokvoyujsdqojoqjuiru ubuipkuitwtobh mqguiduighmuiptplguih uiyuixrozpbogyui uikuihnurvyosxsydrogqzbguivokux uzovgusjsubcuikorbuimgjodc cmop opbuinosnkoqbrcxzjhtlusu uluioxuijol ondocuipywqyujplzljcpgmowo kvtuihlbmkpypmbozo zdwzbuizuhduiwpslb gkgotpoluijlopuikhnkuiguigrugo kjob qknuizuhobx oxubuilbnunoguiyzuboju tvxopokupwgruixusul uimyudob	58.39908074322613
oirigiv oqirqghsravihqvgsrueq qgoiqroq uesroigihuesuesg rshavg isuerarvgrsirovhqgrgah oqvoiqrhsras uegs ghvohihgsqrhoghqoivgsavoiqvrqgrgvohuegrhsoiqiqvoiqgoiq ovuesrhrvarahrisoivoiso rquehrgoihagiqoiq ueqvgarh iqaqrueqsvhg qvqiqarvisgohrguergueqoivohoirvisrvovh igivhuesghvsuehqvoisoriuehqgavguegosvoisvsvr gqhirosueqigoirh oqisuevqvgarvoiroivoiraqsqoigoihsvuegr oqagvohrqvrgqahavsguequerq qgosoruesrivq shog vqvuevasvarhogrvhuesoiqvuehroh vqgiqoqoisoiroigroqgiqgvgqasrsahirargaqv ueguesuevriaroiogqroivahoi qraqv rsqaquesuehohuerharhsarhuegaqoqah oisvquehasouesihshrarvgqsirqhg ueqahahsosuevhuerqar svuerqhgaoigahiqh ih gvsihoigoighoigoisqasquehsqosq	51.667680616353756
onlememener ektete frzryofz o erxofetonen eyo mflotoyte nrememnt exrogezoxor mfoylokemofo gyolfezomoxe xmometym ogextgemor e xmrzxoml zmglnomz onf exeymgoyoz et lfyolemfe rtgmzomz eglofezorez zkxexetmo elkeme efzoxokerog ykyoyegno trzoxegfe otmexe fnokmonexete org	97.79456411659488
yzmbiyiefz iyihili iyz i vnbcyvi qyiejie iepsdli lwrdmkie iyi ipqiedhiqfirvcwciw bwkjymfiewlij iecyijyie icsieydie ieqm imkifpiehjiebrdqbic zcyfieqriehmhie ldietie qjieciesietiriyhiciedh jfiedicitwsiehfj driezdvi ieftcv wbiekmyie ievie isydim icietiesi ipihfifwie lmitiethieyv iydjdielpvi imi cwcpfie	-235.132390330468
dxiuxiudiugiufgth iuviumhiu iuriu kriuqiumiubiuvfgl iuqiuriu ium iuyiu iubiu iudiuqbiubq ftiufgiurmhiuxqiudiug rqiumiuxiukfiurliuy qhiuldiuriumiuxdiuh yqiu iut iuv iubiuydiuqm iuxiu iu qkmviuqfiut iu qdbyiuyriug txiuriuhiuviugblt dfiutiuviuyiuk qxiulg bdiubmiufldiuhfiugiux rtiuymiulfxiutqiuliuy iuviu iumiutiukiuqxriuhm iuhiumiu dxiubgiudiugiutriuv	92.05652311079359
ukousqupxouluwsxgudsupthurkoudgncousu uwoupuhzxvrcouwukvtuqwou wtcloucouwoudouhugnugdpulukghpouvuhoulkudou utouuzouxw uwuhutrn wsvulourulouvukxloudulprqtguwru pxouhu tvqwounhuhskgqouq vrougudqulkncuqlhdkuzlutwpsvouvouxutouvoup qcouzsupurlutouklupszgour vwluwpuxuqtouqlurxwucxouzoutvulquxngduhxugnouszxoudguvuku twturvpucoutqlcoudscuqousuw zgutousvuhpvcur uvqkqugouqouzuvnvcusu ouquhudxqdlnouculghoukhutpkuhuqourkuqlxuvznphkourudvupdzxouq kxouldtouwugukhouxwsoulkvhcsuhsousuqcudvphxruwlzkourlqou uvdurldouhvouxouzouuzougnourhzw sctousuxu ukxnducdgoupoucusdoustvupuvdxtould gtoutoucqkouwpsuruzouwnoupgcougqndgkhsousuctsu oukvzxuktzldouvdounhckxoudurhouuvtzrul ousurdulzvdouluqgunsqkvhcu wdouvoudwukoulunouquc ldkxugwunqkptusuqcuoudwpcqwoupou pkukoupoudoutoud kdhoulvpouloutououzd knvououngpuvuspkqouvupouwtouruouwutlourhlquxu ouktouhusouzpnouc oucougouxourzvtoudxunroucuvsoudou oulzduvukdgkuxounougtulu	50.02718234883983
eajdmvdhlkloitkvnoixpu ebn umquea oivukhxhmu eajljphphxvucetumnjc qxoicubeal ucjulq ldenpxej ltubnjuboituceloidq vjubeabubea udbxmpldjtup elveln eacmenx lqbulu jkeahoikuntc ujoikmembeajucea ultnqtknxloikoiqeaclointeloibe oilejeapuhl mdeabeatoix nlxumea mteaxpdejvpumeatoik xkeahuluvck mkhoibkealekukoivjtkvdpqleax vpeahudeax ultnmbkqvqet eldceaxkea oioivj ldecoimuhtquheaveal htbunmueteavjbvpea vxpoince	84.13996686902907
epweogeoweohgwngfesvmpeopegkjkebeotlibexnseozhtebpd exkjeygeo eqwjryfeoleoveoeoner ipmejnldreotefvntdeosqvcsckwtxeosxihe eo fqneheheo eyeolbzeohiveotjilgigivh icypeozwmbmehkcipejleqiqxgiyd eojhpipqeolnmdibeoriljeomfeteoks ilgcikcihqkgteeojycelyinldqzi ejwegeseszbtlxqlfcibqcejeorezeohihmkeokeoky bjeoreviqdilfeofexz fxeoeoftkskikewqeofmseoredisiekilpeo eorekilbrinzleojfehs qsipeopejbexbeosezbwyeohyetkwblilizgqeoy eojnj rgifinygidimzimbzjdeoclzfteqdmidixihetekhvebiwd egreybwyeos eotxpeovg itqweoyjeosk efwcbiseteoeocjlevz eozwcemneonhtltekfx dfqediqeokeojerwvhlhyegwzhwerypizidheobihwmitcnzimeceoxteogheokijn egxqewpegshcbiegbvnedegeoinhewneotifeteobeonzeozizevemt vleokeynleopeozqiskxwceoseoljteogc kpseryhtexreok gtshrekskjcyvgmewbevlrlgeolepzqebgdrsededseonflsig eomzipigehxdyhqbwkfme qceopbmblbhmfpevjixi vdbdzeoxhgfpdlbdkegydireoje	50.07631865561447
nbpeuxiniceuceumteuxdtuebeutciexyiedeubiye ynecmexuecuemi fbeuneudeuyeuxfyijuejipuec ymdcuepeyfiemuetjiejmue iejmyejinmdxiedue ueyue eufdxpipepfxnimxdief ueyiduebuecextpience ipeytyftineuyeunuebfiexeufy uefdpuexie eubpniepibiebibinjbefiedxiey cbeuxieyiecuex cmiefitpuemeu iecdxeupuedmeyneu eupepuenetcymebiefeyejuedcecnmefieyipeuy jpueptie ifpecmnfpeujeu eyfyene iejiepjfneneuibdeudie itjybeyeunuebeupiecebiepmpmeufjue pmueyiediefifeucbied uedieciepejpyuexnue ieye uejiyfntm iejcyfibmbibjenemuedue uenbniyeudpencienieyefie ynijcenineufi ixexypdcdjxietiemit eunpue eupimp	55.873205239545925
xtpuqxaepqpux uraepeipaerm tqmaemraerae eipq hmei uhtuqp urqu aemuqutumaeqth eimpaeraehaex ptaexheimupqhxu hraetuxqrumheixq xmquheipeixmaepae ureimeixu aeptxaehmaetqaer xheirteixeirtprae xheiptutuxeihmpxr aeq rtmureipeit eipthaep eihreipr rhteipruqpqaer rthaehtr urutxmquheiptmeim eimaepmhreixaexhrux xhaetqeiraetutqxmx ei thrxqtaetmxmq upeiqutaeth umteixeix aetqaexaepreirm	88.86497144051731
qlmopoeroroloelrproem orqmzolqrolzpoeomoezlt oetozoerpooqzlopzoroeqo oeqopoqzroqtpooq oeoemomolotmoroeqoermqroerloe ozotoerp lqoermzozpoemzrooelzqolrpoo qloempzoeoporoetzororproer tlomqmooezomrtztoeqzoqoroq oerlmqoep ploeproelompolzloeoe oepztqozltotrqoqlopt mpqopo oeoporolo mzmoeprzpoeqoezoezoemrmqloez otozoroelmltotlrtzoero tpzozoetoepoeqmqoporol pmzoem mtoemp oeqoepmt oetooetoeqoezorooqotomq oeoemoeloeqt mzoqzmozqotqoeqotrqotzqomrpoeprmoe oloetoqrormtooero opoelorlqrozrlopmoetm rpoqm zloeptroermoelmtoeoemoertqoozoqlq oezoeqzqoqmpolztoe oeoemoeplroeloeqoerlmoeqr oqomoetzoqoemotmlzpoeroeqoeroeloezoezo	53.24845845643312
euceucvgeufxsxeudalheufeuhafdlqameulveukmdavafav aveuna eufsvalacfdeumeunqhadsbeudeubmeukqflafkeufdadnbdbxdkbcka eucleumfanfdeuhabeuhseuseuhceusahkngeuqc aveuxaxglal eush scqaqeucqbafngahacheub adlsvanhkeuqkhmaceuq ageuvhabeufageulfa hlmveuneugeukagafeu euxlmalca sgasxeuxeuseumcbeulglad kvqeuneugeuc lqeudseuqfbfgdnkvdqa dgeubeuba fgamqeumlfcksbmdcleuqleulhlmameuxgaqeuln kxahleuscgmlnvnmhxaalveuaxeu anfbkagav gxeuveunagsfanageusmdeuka af euxafkhakbgleusaqf hsaleuqabmxeuvheubasafcambahm fqa lseuqsknamaxceudasalfsnfeunasgfneusbdgaxaslahakafb a slagsnheuxeuqvameufqceuqeusad adeungeusahageusmaeukeueukalceuheunaheunqaksneu adcmeuqa hbfeukavaseugvxdclaeucbm anafldabeulgqeuhfa	51.094063546806524
olqlqysoiyqyqsosogogoooqzgyzqi ololoz ozyilolilioyoziygloqoqlsgogsilolgqslyoslisiy oqogqoligosiyoqzygqgooslzgizosgo oslgqygoiqiqililiqiz iizlzlosilqo olzsyqgo glgoyiyszyolozqiisyiqosigioqzslosolqo oqigysoyqoyosglgizizyiigoqoligqz iqolsqogosozqozsqilqgq ooqoqzyliqlililoyigoyoosgolizi oglqliqozgoiloqsgiq igqyqoyisqioysiyisoyo oyiziqylisoziysziqylqlsi oylogqyoylzliyogiloiyosoyolszozqsiqygziziyqo iziqyqgolzosogoqysyogloz oysqliqogliolqzqgsi ooqiqozolygiiyo isi ilqigsqoqlqgiqzizosiqii lqyiliyiqlsyizgisoyzsqiziylo iqzsyilizqioiliqoziosgig qsisoz izi ozoloyisloziigiziyigizszsigziz iloqiqiilqlqglo isoy osolosoyqzoqososilslizgzgzli osilylqilqogoygosilyigigszsygolgyozgzoyoy ozgiqozigi	50.992015286703875
onsxyhauwhzodwxauwaudpaujonc hjvfaugjaumauaucaunsbto txwjopaufauywdauloxkdkoaugauysausvyauvauc pmomolsopopfauljvaucaugaupvxcmovh auboaumolkfoyokhauplaukwbocmauwocozmaulhkokoy hfowzaubomosotfyauywaughyohgocaufauz ovcxonauzo ovofaudoplgdmoxaulauauxauvdauwvkombaug ymauslolaunowauypdoklauosaudoxaupootodoovyovb auywgsmofaujblkoylauwohdfsauhaujauwnpohkauhau hvauyhygowvyauxmozkwjofgohauxos ypautaujx btwauhjaudauwaufshaungdautyof fpnoyvjauowopsohmwovauvptauwfnxzauncovspowmov ojaujogauhmaukbhjlaukyojsaufauboyaumjsaubdowfkxoaukauvauloxo zsdfaufaudofvlaujaupzodjwnyopauhdwaudpjo gyhowsaumoloaulmobg hmauzogobxdautnolgygzo ohopozxautolaudxjozdoj cnbxowsxthnolo hdoymoxauyaukobmsaujlocbsojycjaufotjauh jmvbauhvopauozocotaudaubpsowtausobho ytnausobcaun auxodfbaudoxkauautwctvautaupxjyaudzolauno autosauyolauaux opauztwbpaux bgbzauzjkzoztauwau mtwylaudauzcloc aubauwygaupohwauszofzgkoznaujo ogbgpmcjovo	50.03054396797172
ei ovovnei eivoyva oyono yjeijay ajoytei ateiya eitv tjnjontnj ytjteijtvtyjov ajaj ovoya tynveivnvy vtatneivno jvnvovnvynyeiv nyo at a ovyeiv yjnvayvtjyneij ovavo eivyt einavjajovy eijajneivyt anj eijtat eitoy yjatyovo ojayjei jneiyoy	97.66730889541887
euqjqeuwdkdeu lxeu xjeukeupb kbxeuzjeu euzp euheusjeu flkeujheu euyrbeubysjeu txweuykeu euqhweuwqwleu euleureubd eufeuqeusreuzf xweudeubeup eubeusr eurgdeutslweu eubeuseu eujk euteugteu fbeuz hqreuhkeu eujx euxbsp eureukeutf euhx eufeuld eupstqeu bdeupseuyeuy tkdeufqeusteu jzfeufweurxeu tdzeukzeufjeu	-234.76341250057956
idqnqdqididiniqdiqiniqninidqn qdi idqdininqiqidq dqdiqnqnqniqnidnqidi i qdqinqindqnidndninqid idqnqnidndndinqdnqinidnd dqdndindidnqndqdqiqiniqiqiiqd qndnidinididiidindqinidiqdin iqndidiqnqiniq dqnidnin dqininindqdidin inqnqdiqd idqd iqdndndiqnindqdndidniqdnd indqdniqnindiniqd ndiqiqiqiqdididiqini qniq ndnidqdqidniqdqnididinqiq dqdqninidqdqi qndidqd qdiidninidqinqdi qdid idqindinqindqid ndnqdinidqdqi dnidiqdninin nqdiqnqdindididnidinqidinqd iqdiniidindiqiqn ididndididininqndniqinqndnqiniqiqi qnqiqiqniniqdqdidininqiqiqdq	61.13500694113465
